ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""332"" data-end=""606""><strong data-start=""332"" data-end=""376"">Đèn bàn gỗ tự nhiên Forest Relic DT-0023</strong> nổi bật với phần thân gỗ dạng trụ, giữ lại bề mặt thô, đường vân và những vết nứt mang tính tự nhiên. Thay vì che phủ hoàn toàn vật liệu, thiết kế tôn trọng vẻ đẹp nguyên bản của gỗ, giúp mỗi sản phẩm có sắc thái và dấu ấn riêng.</p>
\n<p data-start=""608"" data-end=""872"">Thân đèn màu nâu trầm kết hợp cùng chao vải hình trụ màu kem tạo nên sự cân bằng giữa nét mộc mạc và cảm giác ấm áp. Kiểu dáng gọn gàng giúp Forest Relic dễ phối cùng bàn gỗ tự nhiên, nội thất trung tính, đồ thủ công hoặc các không gian đề cao vật liệu nguyên bản.</p>
\n<p data-start=""874"" data-end=""1053"">Khi sử dụng bóng E27 ánh sáng vàng, chao vải giúp khuếch tán ánh sáng mềm và dễ chịu. Ánh sáng tập trung quanh khu vực đặt đèn, phù hợp để tạo bầu không khí thư giãn vào buổi tối.</p>
\n<p data-start=""1055"" data-end=""1324"">Forest Relic DT-0023 thích hợp đặt trên bàn console, bàn phụ cạnh sofa, tủ đầu giường, kệ trang trí, quầy lễ tân hoặc trong homestay, resort và không gian trưng bày. Sản phẩm phù hợp với nội thất Rustic, Organic Modern, Wabi-sabi, Farmhouse và phong cách mộc đương đại.</p>
\n<p data-start=""1326"" data-end=""1527"">Với kích thước <strong data-start=""1341"" data-end=""1359"">H460 × D260 mm</strong>, mẫu đèn có tỷ lệ gọn, phù hợp với nhiều loại mặt bàn mà không chiếm quá nhiều diện tích. Đèn sử dụng nguồn điện <strong data-start=""1473"" data-end=""1486"">220V–50Hz</strong>, đui bóng E27 và công tắc trên dây điện.</p>
\n<p data-start=""1529"" data-end=""1736"">Do được làm từ gỗ tự nhiên, hình dạng đường vân, sắc độ, mắt gỗ và vết nứt giữa từng sản phẩm có thể không hoàn toàn giống nhau. Những khác biệt này là đặc điểm của vật liệu tự nhiên, không phải lỗi thẩm mỹ.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1738"" data-end=""1759"">Thông tin sử dụng</h3>
\n<ul data-start=""1761"" data-end=""2313"">
\n 	<li data-section-id=""14yieaa"" data-start=""1761"" data-end=""1788"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""iinyku"" data-start=""1789"" data-end=""1813"">Nguồn điện: 220V–50Hz.</li>
\n 	<li data-section-id=""et1x45"" data-start=""1814"" data-end=""1872"">Khuyến nghị dùng bóng LED E27 ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""1873"" data-end=""1914"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""1915"" data-end=""1943"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""1ls5ltp"" data-start=""1944"" data-end=""1993"">Sử dụng làm đèn trang trí và nguồn sáng bổ trợ.</li>
\n 	<li data-section-id=""tjodqh"" data-start=""1994"" data-end=""2049"">Đặt đèn trên bề mặt bằng phẳng, khô ráo và chắc chắn.</li>
\n 	<li data-section-id=""jul6k7"" data-start=""2050"" data-end=""2096"">Không đặt sản phẩm tại khu vực có độ ẩm cao.</li>
\n 	<li data-section-id=""2ntkdu"" data-start=""2097"" data-end=""2146"">Vệ sinh thân gỗ bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1vx6k76"" data-start=""2147"" data-end=""2208"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở mức nhẹ.</li>
\n 	<li data-section-id=""4kcn5t"" data-start=""2209"" data-end=""2262"">Không sử dụng vật liệu nhám hoặc hóa chất tẩy mạnh.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2263"" data-end=""2313"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2315"" data-end=""2349"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2351"" data-end=""2726"">
\n 	<li data-section-id=""7mg38n"" data-start=""2351"" data-end=""2432"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2433"" data-end=""2503"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2504"" data-end=""2639"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n 	<li data-section-id=""9lvpt6"" data-start=""2640"" data-end=""2726"">Khác biệt tự nhiên về đường vân, sắc độ và bề mặt gỗ không được xem là lỗi sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2728"" data-end=""2753"">Chính sách vận chuyển</h3>
\n<ul data-start=""2755"" data-end=""3027"">
\n 	<li data-section-id=""1p9scda"" data-start=""2755"" data-end=""2784"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2785"" data-end=""2838"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2839"" data-end=""2947"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2948"" data-end=""3027"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,1300000,"Chưa phân loại, Sản Phẩm > Đèn Bàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-tu-nhien-forest-relic-dt-0023-5.jpg",default,,default,,,,default,,,,,default,default,default,set,

702,simple,,Đèn Sàn Gỗ Tự Nhiên Woodland Orbs,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DS-0040</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H1400 × D340 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân vàng nâu, chao màu kem</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Chuỗi khối cầu gỗ xếp dọc</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu chao</strong></td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""321"" data-end=""623""><strong data-start=""321"" data-end=""366"">Đèn sàn gỗ tự nhiên Woodland Orbs DS-0040</strong> nổi bật với phần thân được tạo hình từ chuỗi khối cầu gỗ xếp liên tục theo phương thẳng đứng. Các khối tròn xen kẽ đoạn nối vuông tạo nên nhịp điệu rõ ràng, giúp sản phẩm vừa là đèn chiếu sáng bổ trợ, vừa mang dáng dấp của một tác phẩm điêu khắc trang trí.</p>
\n<p data-start=""625"" data-end=""848"">Thân đèn giữ tông vàng nâu tự nhiên của gỗ, kết hợp cùng đế tròn đồng màu và chao vải hình trụ màu kem. Sự phối hợp giữa bề mặt gỗ ấm và chao vải trung tính giúp mẫu đèn dễ sử dụng trong nhiều không gian nội thất khác nhau.</p>
\n<p data-start=""850"" data-end=""1041"">Khi lắp bóng E27 ánh sáng vàng, chao vải giúp khuếch tán ánh sáng mềm và hạn chế cảm giác chói. Ánh sáng hắt lên tường và lan xuống khu vực xung quanh, tạo bầu không khí ấm cúng vào buổi tối.</p>
\n<p data-start=""1043"" data-end=""1277"">Woodland Orbs DS-0040 phù hợp đặt tại góc phòng khách, cạnh sofa, ghế thư giãn, cầu thang, phòng ngủ, sảnh hoặc không gian trưng bày. Kiểu dáng thân cầu gỗ phù hợp với nội thất Organic Modern, Rustic, Boho và phong cách mộc đương đại.</p>
\n<p data-start=""1279"" data-end=""1513"">Với kích thước <strong data-start=""1294"" data-end=""1313"">H1400 × D340 mm</strong>, sản phẩm có chiều cao vừa phải, tạo điểm nhấn theo chiều dọc mà không chiếm quá nhiều diện tích mặt sàn. Đèn sử dụng nguồn điện <strong data-start=""1443"" data-end=""1456"">220V–50Hz</strong>, đui bóng E27 phổ biến và công tắc bố trí trên dây điện.</p>
\n<p data-start=""1515"" data-end=""1674"">Do sử dụng vật liệu gỗ tự nhiên, màu sắc, đường vân và sắc độ giữa các khối cầu có thể chênh lệch nhẹ. Đây là đặc điểm tự nhiên giúp mỗi sản phẩm có nét riêng.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1676"" data-end=""1697"">Thông tin sử dụng</h3>
\n<ul data-start=""1699"" data-end=""2321"">
\n 	<li data-section-id=""14yieaa"" data-start=""1699"" data-end=""1726"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""iinyku"" data-start=""1727"" data-end=""1751"">Nguồn điện: 220V–50Hz.</li>
\n 	<li data-section-id=""1cxfusn"" data-start=""1752"" data-end=""1813"">Khuyến nghị sử dụng bóng LED E27 ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""1814"" data-end=""1855"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""1856"" data-end=""1884"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""1ls5ltp"" data-start=""1885"" data-end=""1934"">Sử dụng làm đèn trang trí và nguồn sáng bổ trợ.</li>
\n 	<li data-section-id=""1kuf9y2"" data-start=""1935"" data-end=""1995"">Không nên dùng làm nguồn sáng chính cho toàn bộ căn phòng.</li>
\n 	<li data-section-id=""m7ifce"" data-start=""1996"" data-end=""2042"">Đặt đèn trên bề mặt bằng phẳng và chắc chắn.</li>
\n 	<li data-section-id=""rp1wg2"" data-start=""2043"" data-end=""2103"">Không đặt tại lối đi thường xuyên hoặc khu vực dễ va chạm.</li>
\n 	<li data-section-id=""1lzijkl"" data-start=""2104"" data-end=""2154"">Vệ sinh thân đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1vx6k76"" data-start=""2155"" data-end=""2216"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở mức nhẹ.</li>
\n 	<li data-section-id=""4kcn5t"" data-start=""2217"" data-end=""2270"">Không sử dụng vật liệu nhám hoặc hóa chất tẩy mạnh.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2271"" data-end=""2321"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2323"" data-end=""2357"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2359"" data-end=""2726"">
\n 	<li data-section-id=""7mg38n"" data-start=""2359"" data-end=""2440"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2441"" data-end=""2511"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2512"" data-end=""2647"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n 	<li data-section-id=""1dvqvij"" data-start=""2648"" data-end=""2726"">Khác biệt tự nhiên về đường vân và sắc độ gỗ không được xem là lỗi sản phẩm.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2728"" data-end=""2753"">Chính sách vận chuyển</h3>
\n<ul data-start=""2755"" data-end=""3027"">
\n 	<li data-section-id=""1p9scda"" data-start=""2755"" data-end=""2784"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2785"" data-end=""2838"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2839"" data-end=""2947"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2948"" data-end=""3027"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2450000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-1-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-2-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-3-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-4-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-5-scaled.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-tu-nhien-woodland-orbs-ds-0040-6-scaled.jpg",default,,default,,,,default,,,,,default,default,default,set,

710,simple,,Đèn Sàn Gỗ Muồng Deep Grain Pillar,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DS-0050</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H1350 × D450 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ muồng rừng, chao vải linen</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân nâu đậm tự nhiên, chao màu kem</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Thân cột vuông, phần đầu vát chuyển</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu chao</strong></td>
\n<td>Chao linen hình nón</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""319"" data-end=""584""><strong data-start=""319"" data-end=""365"">Đèn sàn gỗ muồng Deep Grain Pillar DS-0050</strong> gây ấn tượng với phần thân dạng cột vuông cao, giữ lại những dải vân và sắc độ tự nhiên của gỗ. Hình khối tối giản giúp vẻ đẹp của vật liệu trở thành yếu tố trang trí chính, không cần sử dụng quá nhiều chi tiết cầu kỳ.</p>
\n<p data-start=""586"" data-end=""802"">Phần đầu thân đèn được vát chuyển từ khối vuông sang cổ đèn nhỏ, tạo sự liên kết mềm mại với chao vải linen hình nón. Cách xử lý này giúp cân bằng giữa cảm giác vững chắc của cột gỗ và vẻ nhẹ nhàng của phần chao đèn.</p>
\n<p data-start=""804"" data-end=""1026"">Thân gỗ mang nhiều sắc độ nâu đậm với hệ vân chuyển động rõ ràng, kết hợp cùng chao linen màu kem. Chất liệu linen giúp ánh sáng được khuếch tán mềm hơn, trong khi phần thân gỗ tạo điểm nhấn ấm áp ngay cả khi chưa bật đèn.</p>
\n<p data-start=""1028"" data-end=""1263"">Khi sử dụng bóng E27 ánh sáng vàng, đèn tạo hiệu ứng hắt sáng lên tường và chiếu nhẹ xuống khu vực xung quanh. Deep Grain Pillar phù hợp làm nguồn sáng bổ trợ, tạo không khí thư giãn cho phòng khách, phòng ngủ, sảnh hoặc góc nghỉ ngơi.</p>
\n<p data-start=""1265"" data-end=""1506"">Sản phẩm phù hợp với nội thất Organic Modern, Wabi-sabi, Japandi, Rustic Contemporary và những không gian đề cao vật liệu tự nhiên. Kiểu dáng cột vuông đặc biệt phù hợp khi đặt cạnh sofa, ghế thư giãn, bàn console hoặc tại khu vực cầu thang.</p>
\n<p data-start=""1508"" data-end=""1703"">Với kích thước <strong data-start=""1523"" data-end=""1542"">H1350 × D450 mm</strong>, mẫu đèn có thân hình chắc chắn và chao tương đối rộng. Khi bố trí, nên dành khoảng trống phù hợp quanh đèn để giữ được tỷ lệ và hiệu ứng thị giác của thiết kế.</p>
